TrackName,TrackPopularity,TrackAlbumReleaseDate,PlaylistGenre,PlaylistSubGenre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Call You Mine - Asketa & Natan Chaim Remix,58,19/7/2019,pop,dance pop,0.577,0.844,7,-3.364,1,0.0406,0.00407,6.13e-06,0.499,0.283,115.066,183653
Love Is Not Enough,58,19/12/2019,pop,dance pop,0.632,0.816,8,-4.584,1,0.0349,0.00205,0.106,0.119,0.134,127.95,202500
Lose Control,91,11/10/2019,pop,dance pop,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387
I Wanna Dance,67,19/7/2019,pop,dance pop,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,184582
After The Landslide - Club Remix,42,19/9/2019,pop,dance pop,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82e-06,0.704,0.46,119.997,240000
Midnight Hour with Boys Noize & Ty Dolla $ign,70,29/8/2019,pop,dance pop,0.795,0.899,0,-4.202,1,0.0685,0.00235,0.000392,0.199,0.329,125.978,198839
Pon de Replay,64,28/4/2017,pop,dance pop,0.529,0.717,6,-7.049,0,0.24,0.123,0.000707,0.0363,0.481,103.99,257943
So Close,79,2/11/2018,pop,dance pop,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302
Look Into My Eyes,48,10/1/2020,pop,dance pop,0.791,0.541,1,-7.14,1,0.054,0.123,4.74e-05,0.121,0.433,115.987,154654
Not in Control,53,20/12/2019,pop,dance pop,0.904,0.633,0,-5.545,1,0.0958,0.203,0.000266,0.163,0.492,121.995,179016
BLUE,75,13/12/2019,pop,dance pop,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034,167859
Don't Waste My Time,46,8/11/2019,pop,dance pop,0.772,0.687,9,-6.348,0,0.211,0.0528,0,0.834,0.59,118.116,154286
Beat Of My Heart,67,4/10/2019,pop,dance pop,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991,183183
Don't Start Now - Kungs Remix,65,18/12/2019,pop,dance pop,0.664,0.699,11,-7.115,0,0.27,0.0352,0,0.0612,0.252,122.019,216256
Drunken Truth,56,20/12/2019,pop,dance pop,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091
Jacques,42,28/8/2019,pop,dance pop,0.789,0.547,9,-8.738,0,0.0748,0.072,9.21e-05,0.0782,0.48,120.024,203227
Something Real,58,25/10/2019,pop,dance pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0,0.0693,0.232,127.922,179531
Stay (Don't Go Away) [feat. Raye],74,9/5/2019,pop,dance pop,0.669,0.797,9,-5.68,0,0.0624,0.259,0,0.199,0.552,119.865,185943
Solid Gold,65,2/5/2019,pop,dance pop,0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983,208367
One Life,64,27/9/2019,pop,dance pop,0.653,0.757,3,-3.642,1,0.0555,0.0997,0,0.242,0.233,128.015,204591
All ‘Bout The Money,51,18/10/2019,pop,dance pop,0.721,0.779,6,-4.239,0,0.0606,0.142,0,0.143,0.327,110.026,169964
Never Letting Go,63,9/11/2018,pop,dance pop,0.534,0.765,1,-3.151,1,0.0338,0.0915,0.00107,0.225,0.117,127.978,172520
Used To Love (with Dean Lewis),83,31/10/2019,pop,dance pop,0.651,0.693,4,-4.722,1,0.0375,0.458,0,0.335,0.392,118.97,236765
Giulia,55,29/11/2019,pop,dance pop,0.682,0.923,0,-3.273,1,0.0364,0.00395,3e-05,0.242,0.37,130.052,153231
What Do I Do? - Benny Benassi Remix,39,18/10/2019,pop,dance pop,0.66,0.827,10,-5.081,1,0.0789,0.429,0,0.0923,0.611,115.349,167249
Dreams Of You (feat. Rae Morris),48,4/10/2019,pop,dance pop,0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,291785
I Will Let You Down (feat. KLARA),59,6/12/2019,pop,dance pop,0.608,0.918,0,-1.137,0,0.0684,0.199,0,0.309,0.422,126.022,182000
Carillon (with Achille Lauro),64,11/12/2019,pop,dance pop,0.561,0.562,9,-11.431,0,0.15,0.062,0,0.118,0.244,151.631,242385
La Vie - Gabry Ponte Mix,42,15/11/2019,pop,dance pop,0.591,0.88,4,-5.153,0,0.223,0.0804,0,0.326,0.482,127.013,177638
Lullaby,70,26/1/2018,pop,dance pop,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184
Say It,57,19/7/2019,pop,dance pop,0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,204693
All This Time,21,12/7/2019,pop,dance pop,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,225160
All You Need To Know (feat. Calle Lehmann),68,24/10/2019,pop,dance pop,0.53,0.729,0,-6.019,1,0.0376,0.00699,0,0.103,0.219,139.929,238338
Acordeão,63,8/8/2019,pop,dance pop,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204
My Friend,54,31/5/2019,pop,dance pop,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000
On & On,79,22/11/2019,pop,dance pop,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,147027
Juliet & Romeo,72,6/12/2019,pop,dance pop,0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514
All Around The World (La La La),80,5/4/2019,pop,dance pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
Are You Lonely (feat. ISÁK),47,22/2/2019,pop,dance pop,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,157333
No More (feat. Brenda Mullen) - Bottai Edit,19,1/3/2019,pop,dance pop,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-05,0.279,0.414,125.037,200640
Close Your Eyes,79,22/11/2019,pop,dance pop,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794
Buzzing (with Nevve),59,8/11/2019,pop,dance pop,0.639,0.591,7,-3.905,0,0.0344,0.128,6.69e-06,0.159,0.305,128.002,225000
Never Be Alone (feat. Aloe Blacc),68,26/7/2019,pop,dance pop,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
Roses - Imanbek Remix,72,13/9/2019,pop,dance pop,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,176219
Insane,66,15/11/2019,pop,dance pop,0.809,0.758,4,-5.658,0,0.101,0.409,0.000544,0.166,0.71,125.022,142230
Daydreams - Sultan + Shepard Echoes Of Life Remix,59,3/1/2020,pop,dance pop,0.669,0.793,1,-6.16,1,0.0403,0.0318,0.0372,0.555,0.159,121.995,220205
Only Want You - Sam Feldt Remix,64,5/4/2019,pop,dance pop,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,179151
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,9,1/2/2019,pop,dance pop,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,223533
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,41,2/5/2019,pop,dance pop,0.63,0.726,0,-3.753,1,0.0978,0.0717,0,0.108,0.499,122.055,196475
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,69,27/9/2019,pop,dance pop,0.845,0.766,2,-5.727,0,0.0658,0.212,0,0.111,0.782,114.054,195924
Not Ok - Frank Walker Remix,66,5/7/2019,pop,dance pop,0.679,0.866,2,-3.754,1,0.0566,0.0337,0,0.0688,0.441,121.927,183934
Heaven (feat. Veronica),68,4/1/2019,pop,dance pop,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000
Sixteen - Don Diablo Remix,66,10/5/2019,pop,dance pop,0.493,0.773,5,-3.791,0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,193548
Don’t Give Up On Me Now (with Julie Bergan),63,10/5/2019,pop,dance pop,0.687,0.706,4,-5.357,1,0.0459,0.091,0,0.124,0.27,115.268,127826
Brave,68,26/4/2019,pop,dance pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027
Let It Be Me,23,6/9/2019,pop,dance pop,0.661,0.758,7,-5.299,1,0.0864,0.0797,0,0.106,0.387,114.098,224061
Carry On - Nicky Romero Remix,67,30/5/2019,pop,dance pop,0.447,0.684,9,-4.721,0,0.09,0.175,0,0.478,0.437,125.655,175312
Magnets (feat. Sophie Simmons),62,10/5/2019,pop,dance pop,0.731,0.802,5,-4.763,1,0.0623,0.022,0,0.059,0.434,121.991,179016
Don't Give Up On Me,9,12/4/2019,pop,dance pop,0.489,0.766,3,-5.84,1,0.0851,0.0511,1.35e-05,0.126,0.117,121.445,190645
Found Love (feat. Lovespeake),59,15/2/2019,pop,dance pop,0.6,0.888,8,-4.612,1,0.13,0.00166,0,0.4,0.641,126.056,157024
These Are The Times (feat. JRM),71,18/7/2019,pop,dance pop,0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,188656
Wherever You Go,21,9/11/2018,pop,dance pop,0.711,0.724,7,-4.809,1,0.106,0.0835,0,0.0389,0.478,104.048,208947
Happy Now,81,26/10/2018,pop,dance pop,0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,211362
Roots,69,16/8/2019,pop,dance pop,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,0.581,122.997,184564
Talk - Alle Farben Remix,56,4/4/2019,pop,dance pop,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990
All The Lies - Toby Romeo Remix / Radio Edit,56,19/7/2019,pop,dance pop,0.707,0.806,6,-4.777,1,0.175,0.00908,0,0.366,0.634,119.972,163000
High Hopes - Don Diablo Remix,60,11/1/2019,pop,dance pop,0.59,0.888,5,-2.851,1,0.0765,0.0216,0,0.487,0.288,126.094,185714
Summer Air (feat. Trevor Guthrie),40,31/5/2019,pop,dance pop,0.632,0.574,4,-8.584,1,0.053,0.0942,0,0.215,0.557,125.989,201905
Can We Pretend (feat. Cash Cash) - Sigala Remix,57,28/6/2019,pop,dance pop,0.703,0.879,1,-4.514,0,0.177,0.0693,0,0.315,0.542,124.972,183360
Bruises - Steve Void Remix,70,27/9/2019,pop,dance pop,0.79,0.746,9,-5.96,1,0.0502,0.241,0,0.316,0.538,124.971,212280
Insomnia - King Arthur Remix,63,17/5/2019,pop,dance pop,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,176098
Don't Worry Bout Me - Rudimental Remix,65,24/4/2019,pop,dance pop,0.728,0.848,5,-6.248,1,0.185,0.0427,4.49e-06,0.118,0.612,124.993,193137
I Miss Myself - R3HAB Remix,56,7/6/2019,pop,dance pop,0.502,0.78,0,-4.547,1,0.244,0.333,0,0.72,0.607,122.688,183341
8 Letters - R3HAB Remix,2,28/9/2018,pop,dance pop,0.638,0.708,1,-5.001,0,0.0421,0.24,0,0.311,0.582,103.16,132233
You Deserve Better - Andrelli Remix,53,29/6/2018,pop,dance pop,0.685,0.712,6,-4.302,0,0.0894,0.334,1.1e-06,0.047,0.483,114.989,196493
Remember (with ZOHARA),11,26/10/2018,pop,dance pop,0.62,0.906,11,-3.638,0,0.0627,0.102,0.0206,0.183,0.398,123.047,221773
REMEDY,77,31/8/2018,pop,dance pop,0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,190295
Leave,56,25/1/2019,pop,dance pop,0.762,0.665,11,-6.92,0,0.0471,0.169,0,0.103,0.961,115.946,193640
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,65,8/3/2019,pop,dance pop,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,156168
I'm Not Sorry,34,8/3/2019,pop,dance pop,0.65,0.819,4,-3.811,1,0.0551,0.117,0,0.0772,0.351,128.09,186094
Tequila - Robin Schulz Remix,54,21/3/2019,pop,dance pop,0.448,0.836,11,-6.495,1,0.0809,0.229,0,0.427,0.482,122.899,170103
Happier - Frank Walker Remix,51,19/10/2018,pop,dance pop,0.712,0.646,5,-4.23,1,0.182,0.116,0,0.123,0.607,104.998,196571
Sing It With Me - Embody Remix,50,21/6/2019,pop,dance pop,0.674,0.854,5,-5.253,1,0.115,0.054,0,0.379,0.503,111.969,180571
Thursday - Nicky Romero Remix,52,7/12/2018,pop,dance pop,0.739,0.622,11,-5.382,0,0.0394,0.532,0,0.0508,0.615,119.992,217804
Better When You're Gone,76,8/2/2019,pop,dance pop,0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,192402
Wish You Well,75,24/5/2019,pop,dance pop,0.669,0.895,5,-3.787,0,0.0575,0.128,0,0.297,0.576,124.964,205653
Only When It Rains,52,29/3/2019,pop,dance pop,0.792,0.724,11,-5.108,0,0.0362,0.219,0,0.0911,0.429,109.984,169000
Mad Love - Blinkie Remix,62,5/7/2019,pop,dance pop,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,0.465,123.012,200893
Sweet but Psycho - Morgan Page Dance Remix,65,16/8/2018,pop,dance pop,0.645,0.795,1,-5.439,1,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,226875
Better Day (feat. Aloe Blacc),62,1/11/2019,pop,dance pop,0.662,0.823,9,-4.7,1,0.0971,0.073,0,0.0833,0.435,118.958,191786
Rescue Me (with BUNT.) - BUNT. Remix,10,2/8/2019,pop,dance pop,0.673,0.885,11,-3.574,0,0.0569,0.143,0,0.184,0.704,121.082,174545
Discovery,55,31/5/2019,pop,dance pop,0.516,0.857,0,-3.432,0,0.0463,0.0368,0,0.264,0.448,127.949,198750
With You - Frank Walker Remix,49,1/2/2019,pop,dance pop,0.686,0.613,2,-5.614,1,0.069,0.0386,0,0.251,0.452,104.988,206875
2 Hearts (feat. Gia Koka),70,10/1/2020,pop,dance pop,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,186750
Love You Forever,61,21/6/2019,pop,dance pop,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24e-05,0.108,0.151,127.816,234609
Post Malone (feat. RANI),75,16/8/2019,pop,dance pop,0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444
Thorns,60,29/3/2019,pop,dance pop,0.708,0.825,4,-3.117,1,0.0615,0.031,0,0.191,0.662,109.991,186000
Shotgun (The Wild Remix),63,15/6/2018,pop,dance pop,0.588,0.757,5,-2.415,1,0.0716,0.327,0,0.323,0.836,122.813,191650
True Colors (feat. Maya Avedis),73,21/9/2018,pop,dance pop,0.636,0.63,0,-6.396,1,0.0346,0.0796,0,0.13,0.454,104.845,184020
Crying In The Sun,60,23/11/2018,pop,dance pop,0.682,0.786,11,-4.87,0,0.0477,0.214,0,0.12,0.664,91.042,195947
Need You,62,26/7/2019,pop,dance pop,0.639,0.705,7,-5.039,0,0.049,0.045,0,0.425,0.595,124.957,182161
Sweet Dreams (Are Made of This),67,21/6/2019,pop,dance pop,0.815,0.647,9,-7.162,0,0.218,0.399,0,0.0738,0.182,125.95,176773
Million Lights,61,22/3/2019,pop,dance pop,0.696,0.907,0,-4.157,0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,186667
Dancing in the Moonlight,71,22/6/2018,pop,dance pop,0.659,0.617,11,-5.862,0,0.0649,0.27,0,0.187,0.187,119.858,164010
Heaven,80,6/6/2019,pop,dance pop,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262
Forever Young,68,27/7/2018,pop,dance pop,0.651,0.617,8,-6.077,1,0.0309,0.179,0,0.113,0.591,121.977,167912
eoh,60,16/8/2019,pop,dance pop,0.707,0.585,5,-11.024,1,0.0701,0.145,0.00485,0.257,0.277,125.161,155520
Nobody,66,1/3/2019,pop,dance pop,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,211040
All Day And Night,75,12/7/2019,pop,dance pop,0.567,0.765,1,-4.107,0,0.108,0.317,0,0.14,0.541,121.924,169467
There's No Way (feat. Julia Michaels) - Alle Farben Remix,58,1/11/2018,pop,dance pop,0.768,0.83,11,-4.983,0,0.036,0.0229,0.000127,0.145,0.444,126.007,187301
Whenever (feat. Conor Maynard),74,22/6/2018,pop,dance pop,0.734,0.765,7,-5.562,1,0.0621,0.151,0,0.231,0.518,109.989,163636
All For Love,68,23/3/2018,pop,dance pop,0.689,0.901,7,-1.431,1,0.0678,0.145,1.03e-05,0.459,0.651,125.115,180485
Bittersweet Symphony (feat. Emily Roberts),72,29/3/2019,pop,dance pop,0.676,0.582,9,-7.58,1,0.128,0.221,0.00627,0.515,0.447,124.012,194618
One Touch,70,12/10/2018,pop,dance pop,0.686,0.693,0,-6.245,0,0.131,0.329,0,0.136,0.699,124.206,197876
fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix,58,30/8/2019,pop,dance pop,0.763,0.674,9,-5.146,1,0.0378,0.0106,3.58e-06,0.0321,0.759,105.027,178512
Be Your Friend‬‬,67,2/3/2018,pop,dance pop,0.6,0.754,0,-4.204,1,0.0488,0.0688,0,0.151,0.641,128.044,180820
Happier - Breathe Carolina Remix,62,19/10/2018,pop,dance pop,0.691,0.924,0,-3.839,1,0.0577,0.00828,3.8e-06,0.402,0.34,125.983,158095
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,56,2/5/2019,pop,dance pop,0.63,0.726,0,-3.753,1,0.0978,0.0717,0,0.108,0.499,122.055,196475
Just Got Paid,65,28/9/2018,pop,dance pop,0.734,0.921,6,-1.936,0,0.0863,0.0328,0,0.197,0.654,120.056,218480
No One - Jonas Blue Remix,51,15/3/2019,pop,dance pop,0.605,0.854,11,-4.128,0,0.0488,0.0673,0,0.54,0.165,124.024,214641
Speechless (feat. Erika Sirola) - MOTi Remix,54,22/3/2019,pop,dance pop,0.609,0.523,1,-12.649,1,0.0796,0.00959,0.000155,0.15,0.342,127.977,181875
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,61,1/2/2019,pop,dance pop,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,223533
Darkside,76,14/12/2018,pop,dance pop,0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,211680
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),83,25/4/2019,pop,dance pop,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805
Body (feat. brando),63,27/10/2017,pop,dance pop,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216
Who's Got Your Love,70,15/3/2019,pop,dance pop,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000
Never Go Back - Robin Schulz Remix,70,7/6/2019,pop,dance pop,0.655,0.713,9,-6.293,0,0.0501,0.338,0,0.0971,0.61,94.05,184653
Pumped Up,56,8/9/2017,pop,dance pop,0.732,0.734,0,-6.423,1,0.107,0.00719,1.49e-05,0.34,0.643,123.033,177073
California,65,4/5/2018,pop,dance pop,0.619,0.735,7,-3.925,1,0.0445,0.017,1.78e-06,0.347,0.668,119.981,169157
Solo Dance,61,4/11/2016,pop,dance pop,0.746,0.846,9,-2.432,1,0.048,0.0485,0,0.195,0.403,114.955,174933
Replay,60,25/8/2017,pop,dance pop,0.776,0.809,6,-5.726,0,0.069,0.415,0,0.179,0.582,100.071,202520
Think About You - Galantis Remix,63,12/4/2019,pop,dance pop,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08e-05,0.404,0.332,124.018,181040
Love No More,54,31/8/2018,pop,dance pop,0.767,0.674,0,-6.246,1,0.0529,0.0216,5.88e-05,0.257,0.221,121.011,168636
All Falls Down (feat. Juliander),70,14/12/2018,pop,dance pop,0.655,0.672,1,-4.966,1,0.0581,0.253,0,0.312,0.675,98.005,198880
Lonely Together (feat. Rita Ora),6,23/11/2018,pop,dance pop,0.638,0.656,5,-5.299,1,0.0611,0.143,5.76e-05,0.094,0.271,103.081,181960
Remind Me to Forget,70,3/11/2017,pop,dance pop,0.689,0.505,0,-6.389,1,0.0933,0.158,0,0.138,0.312,99.017,217293
Next To Me,54,20/4/2018,pop,dance pop,0.445,0.597,8,-6.724,1,0.0575,0.158,2.21e-06,0.128,0.263,175.903,179500
Giant (with Rag'n'Bone Man),83,11/1/2019,pop,dance pop,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184
Happier - Tiësto’s AFTR:HRS Remix,53,1/6/2018,pop,dance pop,0.684,0.823,0,-4.881,1,0.0296,0.00576,7.42e-06,0.201,0.384,117.993,216000
Hum With Me,55,9/6/2017,pop,dance pop,0.653,0.708,10,-5.385,1,0.0345,0.109,0.0011,0.163,0.347,111.924,167871
Without You (feat. Sandro Cavazza),81,10/8/2017,pop,dance pop,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,181673
Call On Me - Ryan Riback Remix,58,7/10/2016,pop,dance pop,0.691,0.821,0,-4.527,1,0.0401,0.136,0.000115,0.092,0.759,104.961,222000
Sad (feat. Afrojack),75,30/8/2019,pop,dance pop,0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064,161280
Stargazing,73,21/9/2017,pop,dance pop,0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853
Symphony (feat. Zara Larsson),73,30/11/2018,pop,dance pop,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733
Stay Young,57,1/9/2017,pop,dance pop,0.572,0.713,5,-4.826,1,0.0406,0.0754,0,0.226,0.559,89.996,157005
More Than You Know,25,24/5/2017,pop,dance pop,0.645,0.741,5,-4.989,0,0.0339,0.0323,0,0.29,0.534,123.07,203000
Why Boy,55,7/6/2019,pop,dance pop,0.497,0.924,11,-3.43,0,0.0434,0.149,0.251,0.267,0.283,120.018,150005
The Nights,80,1/1/2014,pop,dance pop,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,176658
Rich Love (with Seeb),69,14/7/2017,pop,dance pop,0.401,0.872,1,-3.641,0,0.314,0.167,0,0.362,0.472,104.592,201257
Mama,74,9/11/2018,pop,dance pop,0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,184134
Feel Good,65,16/2/2018,pop,dance pop,0.702,0.903,4,-3.921,1,0.038,0.121,0.000123,0.168,0.66,125.948,166947
IDGAF - Hazers Remix,50,23/2/2018,pop,dance pop,0.814,0.705,7,-4.734,1,0.0904,0.0958,0.000133,0.0687,0.6,110.004,240617
Breathe (feat. Ina Wroldsen),66,12/7/2019,pop,dance pop,0.724,0.733,11,-5.539,0,0.0382,0.0249,0.000318,0.127,0.672,125.993,208107
Rockstar,71,21/6/2019,pop,dance pop,0.771,0.826,11,-3.978,1,0.0604,0.142,0.03,0.145,0.185,100.012,212280
Jackie Chan,79,18/5/2018,pop,dance pop,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760
Moonlight,76,7/9/2018,pop,dance pop,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,173067
All I Wanna Do,55,8/4/2016,pop,dance pop,0.728,0.794,1,-3.992,1,0.0635,0.148,0,0.0688,0.523,112.071,194360
Sweet but Psycho,87,17/8/2018,pop,dance pop,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436
Melody - ANGEMI Remix,35,15/6/2018,pop,dance pop,0.564,0.833,0,-3.964,1,0.0952,0.0112,0,0.101,0.395,127.948,209341
High On Life (feat. Bonn),77,29/7/2018,pop,dance pop,0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,230762
So Am I,83,7/3/2019,pop,dance pop,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,183027
I Know You - Vigiland Remix,51,9/2/2018,pop,dance pop,0.674,0.471,9,-8.199,1,0.0719,0.0946,0,0.22,0.219,127.963,183345
Through To You,2,17/4/2018,pop,dance pop,0.69,0.689,2,-6.522,1,0.174,0.0655,1.45e-06,0.136,0.307,131.945,129238
Burn Out (feat. Dewain Whitmore),68,14/9/2018,pop,dance pop,0.594,0.722,4,-5.751,0,0.0398,0.0156,0,0.0667,0.407,127.877,200322
Penny,50,29/3/2019,pop,dance pop,0.468,0.968,2,-4.083,1,0.0478,0.0224,0.922,0.194,0.284,129.998,199245
Wait For Me,42,12/10/2018,pop,dance pop,0.465,0.739,10,-7.786,1,0.0648,0.00987,1.88e-06,0.373,0.0652,125.994,217143
bad guy,95,29/3/2019,pop,dance pop,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
Daylight (Airbeat One Anthem 2018),50,22/6/2018,pop,dance pop,0.631,0.939,7,-1.7,0,0.0398,0.0728,0.000187,0.319,0.353,128.048,191500
Imagine,21,13/4/2018,pop,dance pop,0.578,0.776,7,-2.698,0,0.0409,0.363,0.00119,0.175,0.608,129.03,190698
Apple Juice (feat. Carla Monroe) - MOTi Remix,63,30/11/2018,pop,dance pop,0.671,0.91,0,-3.621,1,0.1,0.00196,0.0316,0.171,0.413,128.036,138750
Glitch,56,14/12/2018,pop,dance pop,0.715,0.792,2,-6.4,0,0.0325,0.055,0.0236,0.269,0.357,128.024,185161
Brand New (Helium),2,13/4/2018,pop,dance pop,0.714,0.809,7,-4.34,0,0.0801,0.00736,0,0.342,0.32,128.045,173797
Shades Of Voices (Original Mix),2,23/1/2017,pop,dance pop,0.691,0.874,4,-6.276,0,0.09,0.0286,0.633,0.0704,0.0909,127.99,283193
In Time,49,12/10/2018,pop,dance pop,0.651,0.711,3,-5.062,0,0.0378,0.111,6.13e-05,0.0488,0.425,125.089,191954
Halfway There (feat. Lena Leon),60,15/3/2019,pop,dance pop,0.59,0.888,0,-4.151,1,0.0797,0.000753,0.00535,0.817,0.0715,128.025,195000
Spirit Of Freedom,45,25/1/2019,pop,dance pop,0.438,0.914,9,-3.919,0,0.0601,0.0206,0.623,0.12,0.225,128.184,161250
Mama Look at Me Now,56,13/7/2018,pop,dance pop,0.59,0.678,10,-5.48,1,0.0384,0.0259,2.2e-05,0.0707,0.4,126.061,178132
Toxic Rain - No Class Remix,41,11/5/2018,pop,dance pop,0.461,0.773,0,-6.436,0,0.0539,0.0153,0,0.234,0.266,131.085,190992
The Beat,70,23/7/2018,pop,dance pop,0.563,0.954,7,-1.835,0,0.0283,0.119,0.168,0.27,0.788,128.014,162187
Wild Wild Son,57,12/10/2018,pop,dance pop,0.446,0.573,3,-5.081,1,0.0279,0.0416,0,0.108,0.167,135.96,213707
Waiting For Love,16,2/10/2015,pop,dance pop,0.577,0.741,6,-3.83,0,0.0501,0.298,0,0.142,0.581,128.081,230613
Shelter (Mix Cut) - Yoel Lewis Remix,48,20/4/2018,pop,dance pop,0.486,0.855,3,-4.493,0,0.0497,0.000452,0.00146,0.249,0.151,129.9,105219
Like I Do,72,22/2/2018,pop,dance pop,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500
